ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt0215066,Poove Poochudava,1985,130 min,7.2,128,Drama            ,tamil
tt5125576,Rajwade and Sons,2015,125 min,7.0,166,Drama            ,marathi
tt4169250,M.S. Dhoni: The Untold Story,2016,184 min,7.8,"41,380","Biography, Drama, Sport            ",hindi
tt6158872,Khawto,2016,140 min,6.5,444,Thriller            ,bengali
tt3522630,Vu,2014,112 min,4.6,5,Comedy            ,tamil
tt8490534,Panchatantra,2019,138 min,6.0,43,Romance            ,kannada
tt0260336,Sachai Ki Taqat,1989,135 min,4.6,37,"Action, Drama            ",hindi
tt0099076,Awaargi,1990,149 min,5.9,148,Drama            ,hindi
tt8130558,One Day: Justice Delivered,2019,124 min,5.0,"1,025","Action, Crime, Thriller            ",hindi
tt8188872,Varathan,2018,130 min,7.5,"2,996","Action, Drama, Thriller            ",malayalam
tt4378690,Nirbashito,2014,108 min,7.0,167,"Biography, Drama            ",bengali
tt11384400,June,I 2021,93 min,9.4,14,Drama            ,marathi
tt4143676, Humsafar,2011–2012,40 min,8.2,24,"Drama, Romance            ",oriya
tt5482986,Rater Rajanigandha,2016,125 min,6.1,38,Drama            ,bengali
tt2211666,Under the Same Sun,I 2015,93 min,8.2,20,Drama            ,hindi
tt7601308,Ira,II 2018,139 min,6.9,731,"Crime, Mystery, Thriller            ",malayalam
tt2354560,Pheka Pheki,1989,154 min,7.0,28,Comedy            ,marathi
tt11053238,Girgit,2018,155 min,8.6,60,Comedy            ,tulu
tt4773176,Hanshi Khushi Club,2009,106 min,6.8,35,Comedy            ,bengali
tt6186586,Laag,1998–2000,35 min,8.9,19,"Action, Crime, Drama            ",oriya
tt0316269,Mohammed-Bin-Tughlaq,1971,136 min,7.6,71,"Comedy, Drama            ",tamil
tt0055444,Shola Aur Shabnam,1961,135 min,7.3,48,"Drama, Family            ",hindi
tt2589600,Mere Haule Dost,2013,112 min,6.7,26,"Comedy, Drama            ",hindi
tt7606826,Office #thebrightesthorrorfilm,2017,99 min,5.4,13,Horror            ,hindi
tt10551108, Small Axe,2020,80 min,7.6,"2,449",Drama            ,oriya
tt9670480,Gaddalakonda Ganesh,2019,130 min,6.6,920,"Action, Crime, Thriller            ",telugu
tt3422462,Bangistan,2015,135 min,4.5,"1,143","Comedy, Drama            ",hindi
tt0211126,Zakhm,1998,125 min,7.9,"2,959",Drama            ,hindi
tt3144084,Chaarulatha,2012,116 min,5.3,129,"Horror, Thriller            ",telugu
tt6272678,Yeh Kaisa Tigdam,2018,133 min,6.1,10,Drama            ,hindi
tt0255425,Nirnayam,1991,170 min,6.8,215,"Action, Comedy, Drama            ",telugu
tt1242843,Contract,2008,117 min,4.0,229,"Action, Crime, Drama            ",hindi
tt4683366,Ghayal Once Again,2016,127 min,6.3,"4,924","Action, Drama, Thriller            ",hindi
tt7580570,Love Ni Bhavai,2017,146 min,8.3,"1,472","Comedy, Drama, Romance            ",gujarati
tt0354689,Ladies Special,1993,136 min,6.2,11,"Comedy, Drama            ",telugu
tt0358267,Wafaa,1972,110 min,3.8,11,"Action, Crime, Drama            ",hindi
tt1499679,Paltadacho munis,2009,96 min,7.4,48,Drama            ,kashmiri
tt7996998,Gaduggai,1989,127 min,4.6,5,Comedy            ,telugu
tt5465370,Naam Hai Akira,I 2016,137 min,5.9,"3,856","Action, Thriller            ",hindi
tt0388389,Sawan Ko Aane Do,1979,153 min,7.6,61,"Musical, Drama, Romance            ",hindi
tt0049393,Kabuliwala,1957,116 min,7.8,272,Drama            ,bengali
tt2780998,In a Small World,2012,106 min,6.8,58,Adventure            ,tamil
tt9264336,Driving Licence,2019,135 min,7.2,"2,219","Comedy, Drama, Thriller            ",malayalam
tt0264820,Magalir Mattum,1994,132 min,7.3,508,"Comedy, Drama, Thriller            ",malayalam
tt1575669,Repallelo Radha,2001,150 min,6.7,7,"Family, Romance            ",telugu
tt2571022,Yaan,2014,153 min,3.5,335,"Action, Thriller            ",tamil
tt9766280,Bhangra Paa Le,2020,131 min,6.0,276,"Comedy, Drama, Music            ",hindi
tt11704354,Kesari (Saffron),2020,154 min,8.8,55,Drama            ,marathi
tt1980970,Gandhi to Hitler,2011,108 min,2.5,205,"Drama, History, War            ",urdu
tt0349618,Insaaf Apne Lahoo Se,1994,140 min,4.8,41,"Action, Drama            ",hindi
tt5325536,Maalgudi Days,2016,124 min,6.2,98,"Drama, Thriller            ",malayalam
tt0042184,Afsar,1950,121 min,7.1,19,"Comedy, Romance            ",hindi
tt0375514,12 B,2001,150 min,6.4,328,"Comedy, Drama, Fantasy            ",tamil
tt0235742,Sandhya Raagam,1989,100 min,8.1,70,Drama            ,tamil
tt3363402,The Lastbenchers,2014,147 min,7.3,29,"Biography, Comedy, Drama            ",hindi
tt0246271,Tayaramma Bangarayya,1979,153 min,6.3,17,Drama            ,telugu
tt0291703,Abhayam Thedi,1986,114 min,7.4,53,"Drama, Family            ",malayalam
tt6232408,Gang of Littles,2016,112 min,5.2,6,Drama            ,hindi
tt8396306,Rainbow Jelly,2018,120 min,7.0,122,Drama            ,bengali
tt13330846,Patra Vaitha Nerupondru,2020,134 min,7.9,91,"Action, Crime, Thriller            ",tamil
tt7842012,Fashion Designer S/o Ladies Tailor,2017,130 min,5.8,32,"Comedy, Romance            ",telugu
tt5888526,Dui Bodhu Ek Swami,2003,156 min,6.3,12,"Action, Drama, Romance            ",bengali
tt0290685,Jhuk Gaya Aasman,1968,160 min,6.8,155,"Comedy, Romance            ",hindi
tt1629295,I Am,II 2010,95 min,6.8,930,Drama            ,urdu
tt0290331,Waqt Hamara Hai,1993,148 min,5.9,"1,453","Action, Comedy, Romance            ",hindi
tt0242660,Mayamaschindra,1975,138 min,6.8,5,Drama            ,telugu
tt0282629,January Oru Orma,1987,115 min,7.4,88,"Action, Drama, Thriller            ",malayalam
tt0268345,Hamrahi,1944,121 min,6.7,10,"Drama, Romance            ",hindi
tt0187556,Trisulam,1983,139 min,6.3,30,"Action, Drama, Family            ",telugu
tt2633694,Anandache Jhaad,2006,145 min,4.9,7,Drama            ,marathi
tt1954818,Shatru,2011,150 min,6.0,258,"Action, Crime, Drama            ",bengali
tt7787756,Naked Wheels,2017,30 min,7.4,10,"Documentary, Short            ",malayalam
tt10869474,Safe,V 2019,144 min,7.3,"1,064","Action, Crime, Thriller            ",malayalam
tt3681460,Vallavanukku Pullum Aayudham,2014,148 min,5.0,370,Comedy            ,tamil
tt1610452,Band Baaja Baaraat,2010,139 min,7.2,"15,361","Comedy, Drama, Romance            ",punjabi
tt0068929,Maya Darpan,1972,107 min,6.9,68,Drama            ,hindi
tt2008631,Shera,1999,125 min,5.2,54,Action            ,hindi
tt2347289,Bittoo Boss,2012,116 min,4.1,362,Romance            ,hindi
tt3919208,Baji,2015,170 min,5.3,66,"Action, Adventure, Fantasy            ",marathi
tt5328262,Darvinte Parinamam,2016,148 min,5.3,547,"Action, Comedy, Drama            ",malayalam
tt0302524,Ehsaas: The Feeling,2001,116 min,5.6,96,"Drama, Romance            ",hindi
tt0075747,Bhumika,1977,142 min,7.5,563,Drama            ,hindi
tt13979434,Shathaya Gathaya,2018,114 min,8.6,7,Drama            ,kannada
tt5368210,Bombay Mittai,2015,121 min,5.4,9,"Comedy, Drama            ",kannada
tt0246003,Kirayi Rowdylu,1981,120 min,8.0,44,"Action, Crime, Family            ",telugu
tt0125556,Tohfa,1984,159 min,5.1,120,"Drama, Romance            ",hindi
tt2431382,Grihanathan,2012,127 min,5.6,13,Drama            ,malayalam
tt5499818,Kabuliwala,2006,105 min,7.5,54,Drama            ,bengali
tt0102142,Jag Mandir: Das exzentrische Privattheater des Maharadscha von Udaipur,1991 TV Movie,82 min,6.4,195,Documentary            ,rajastani
tt0068531,Ek Adhuri Kahani,1972,115 min,7.7,10,Drama            ,hindi
tt0395701,Papa the Great,2000,143 min,5.4,64,Family            ,hindi
tt1579806,Maska,2009,156 min,5.2,279,"Action, Comedy, Drama            ",telugu
tt5887838,Kalpana 2,2016,150 min,5.7,51,"Comedy, Horror            ",kannada
tt9014884,Sharato Lagu,2018,137 min,7.5,584,"Comedy, Drama, Romance            ",gujarati
tt1348981,Kabhi Kabhie,1978,178 min,6.8,115,Drama            ,urdu
tt7262084,Koothan,2018,132 min,4.8,8,Musical            ,tamil
tt3095464,Agnee,2014,124 min,6.7,"1,049",Action            ,bengali
tt0953605,Sukran,2005,165 min,3.1,484,"Action, Drama, Thriller            ",tamil
tt7320332,Rahenge Sadaa Gardish Mein Taare,2017,70 min,5.6,12,Drama            ,hindi
tt0230357,Jal Mahal,1980,130 min,5.7,15,Fantasy            ,hindi
tt7295884,Pappa Tamne Nahi Samjaay,2017,114 min,6.5,175,"Comedy, Drama, Family            ",gujarati
tt7041630,Bayama Irukku,2017,122 min,5.2,72,"Comedy, Horror            ",tamil
tt3421452, Coke Studio,2008– ,60 min,5.2,8,Music            ,urdu
tt0249336,Aha Naa Pellanta,1987,147 min,8.9,"2,683",Comedy            ,telugu
tt2198592,The Speed: Do or Die,2010,151 min,5.8,265,Action            ,bengali
tt1609168,Vinnaithaandi Varuvaayaa,2010,157 min,8.0,"4,961","Drama, Romance            ",tamil
tt3709344,City Lights,2014,126 min,7.3,"4,730","Drama, Thriller            ",hindi
tt1512888,Ayirathil Oruvan,2010,183 min,7.8,"4,378","Action, Adventure            ",tamil
tt3711164,Sathuranga Vettai,2014,145 min,8.1,"2,691","Crime, Thriller            ",tamil
tt8992946,Cargo,I 2019,119 min,5.7,"2,519","Drama, Fantasy, Sci-Fi            ",hindi
tt0158587,Dhund,1973,130 min,7.2,517,"Drama, Mystery, Thriller            ",hindi
tt10064270,Jaddi Sardar,2019,150 min,6.2,44,"Action, Drama, Romance            ",punjabi
tt4248920,Annadata,2002,130 min,7.2,26,Drama            ,bengali
tt11688770,Shubh Raatri,2020,52 min,4.5,65,Horror            ,hindi
tt3599196,Oru Modhal Oru Kadhal,2014,119 min,7.3,21,"Comedy, Romance            ",tamil
tt0361046,Tere Pyaar Mein,1978,103 min,5.9,7,Musical            ,hindi
tt0456272,Abhishapta Chambal,1967,135 min,5.2,5,Drama            ,bengali
tt0248325,Prema Katha,1999,123 min,6.3,135,"Drama, Romance            ",telugu
tt13087958,Putham Pudhu Kaalai,2020,129 min,6.9,"1,415",Drama            ,tamil
tt0316376,Pandanti Kapuram,1972,178 min,7.6,16,"Drama, Family            ",telugu
tt0487148,Chand Bujh Gaya,2005,116 min,6.9,51,"Drama, Thriller            ",hindi
tt4525982,Neelambari,2003,154 min,7.7,9,Drama            ,hindi
tt3182644,Moodar Koodam,2013,145 min,7.7,"1,143","Comedy, Drama, Thriller            ",tamil
tt0319805,Manaivi Ready,1987,109 min,6.8,37,"Drama, Music            ",tamil
tt6641630,Pareeth Pandari,2017,112 min,6.7,67,Drama            ,malayalam
tt10551108, Small Axe,2020,80 min,7.6,"2,449",Drama            ,urdu
tt4507184,Good Bad & Ugly,2013,106 min,3.5,11,"Drama, Thriller            ",malayalam
tt4581032,Luv U Alia,2015,130 min,5.2,79,"Family, Romance            ",telugu
tt2257284,Line of Descent,2019,108 min,4.8,441,"Crime, Drama            ",hindi
tt2202086,Ab Tak Chhappan 2,2015,106 min,5.8,"1,324","Action, Crime, Thriller            ",hindi
tt10589798,Khabarzar,2018– ,45 min,9.1,44,Talk-Show            ,oriya
tt9248748,Ammachi Yemba Nenapu,2018,132 min,7.9,81,Drama            ,kannada
tt0104561,Jo Jeeta Wohi Sikandar,1992,174 min,8.2,"21,877","Comedy, Drama, Romance            ",hindi
tt0262802,Swargam Narakam,1975,140 min,8.1,95,"Comedy, Drama            ",telugu
tt7853242,Love Per Square Foot,2018,133 min,7.2,"7,439","Comedy, Romance            ",hindi
tt0457017,Khalsa,1999,132 min,6.6,9,"Action, History            ",punjabi
tt0978642,Masoom,1996,130 min,5.8,94,Action            ,hindi
tt6409490,The Speed,2012,150 min,5.6,15,Action            ,bengali
tt14021816,April 28 Em Jarigindi,2021,113 min,5.3,14,"Drama, Horror, Thriller            ",telugu
tt6514218,Noblemen,2018,108 min,5.7,211,Drama            ,hindi
tt0758053,Saawariya,2007,142 min,5.2,"7,372","Drama, Musical, Romance            ",hindi
tt9675464,Gang Leader,2019,155 min,7.6,"2,853","Action, Comedy            ",telugu
tt0244430,Biwi Aur Makan,1966,126 min,7.1,44,Comedy            ,hindi
tt2330098,Upendra,1999,138 min,8.7,"2,497","Drama, Thriller            ",kannada
tt0245825,Chal Mere Bhai,2000,136 min,4.7,"2,933","Comedy, Romance            ",hindi
tt6163150,Power,III 2016,154 min,5.2,107,Action            ,bengali
tt6416760,Kaviyude Osyath,2017,117 min,3.7,7,Drama            ,malayalam
tt6010610,"LBW: Love, Breakup and War",2016,168 min,6.4,5,"Comedy, Romance            ",malayalam
tt6734886,Power Paandi,2017,125 min,7.5,"1,361","Action, Drama, Musical            ",tamil
tt3803860,Puli,2015,155 min,4.4,"7,600","Action, Adventure, Fantasy            ",tamil
tt2593124,Mannaru,2012,123 min,5.6,7,Comedy            ,tamil
tt0050956,Sharada,1957,128 min,6.5,101,"Drama, Romance, Musical            ",hindi
tt0808306,Honeymoon Travels Pvt. Ltd.,2007,118 min,6.1,"2,364","Comedy, Drama, Romance            ",hindi
tt2342227,Neethaane En Ponvasantham,2012,153 min,6.5,"1,622","Drama, Romance            ",tamil
tt7699320,Ankarajyathe Jimmanmar,2018,129 min,4.5,86,Comedy            ,malayalam
tt12039934,Mismatch,2019,135 min,4.1,10,Drama            ,telugu
tt0315777,Ansh: The Deadly Part,2002,180 min,6.4,50,"Crime, Drama, Thriller            ",hindi
tt0157845,Bajrangbali,1976,176 min,7.8,84,Fantasy            ,hindi
tt10857276,Tommy,V 2015,105 min,8.3,24,Comedy            ,telugu
tt0235653,Ottayal Pattalam,1990,133 min,6.5,62,"Comedy, Romance            ",malayalam
tt1821700,Waar,2013,130 min,7.9,"29,393","Action, Crime, Drama            ",oriya
tt0297429,Todu Dongalu,1954,142 min,6.7,6,Drama            ,telugu
tt3557964,Yennamo Yedho,2014,143 min,3.7,108,"Comedy, Romance            ",tamil
tt9110380,Konttho,2019,144 min,7.5,545,Drama            ,bengali
tt5701172,Sardaarji 2,2016,145 min,5.3,552,"Adventure, Comedy            ",punjabi
tt6737944,Dhairyam,2017,145 min,6.3,101,"Action, Family, Thriller            ",kannada
tt6409202,Aandhali Koshimbir,2014,148 min,5.6,8,Comedy            ,marathi
tt0382764,Jetho Kancha,2003,90 min,8.1,7,Drama            ,nepali
tt6028510,Gubbaare,2016,26 min,8.4,27,"Short, Comedy, Drama            ",oriya
tt0214441,Aflatoon,1991,128 min,7.1,21,"Crime, Romance            ",marathi
tt0087434,Hum Dono,1985,156 min,6.5,54,"Comedy, Family, Musical            ",hindi
tt11898764,Torchlight,2018,124 min,4.9,15,Drama            ,tamil
tt10687070,Mandela,2021,140 min,8.5,"2,358","Comedy, Drama            ",tamil
tt11355016,Kathaah at 8,2019,90 min,9.2,6,Drama            ,assamese
tt11131630,Betabiyan,2019,120 min,6.3,10,"Musical, Romance            ",urdu
tt13101068,Bhanu,2020,122 min,7.8,10,Thriller            ,tamil
tt3412778,Neenello Naanalle,2006,156 min,6.2,12,"Drama, Romance            ",kannada
tt4489078,Ichchhemotir Gappo,2015,137 min,6.4,31,Drama            ,bengali
tt0177492,Aahuti,1978,135 min,6.0,25,"Action, Drama            ",hindi
tt0157524,Dekh Kabira Roya,1957,141 min,7.4,29,"Comedy, Romance            ",hindi
tt0151090,Jaan,1996,170 min,4.1,534,"Action, Drama, Romance            ",hindi
tt11280986,Varkey,2020,94 min,8.3,6,Drama            ,malayalam
tt0356982,Paanch,2003,130 min,7.7,"2,166","Crime, Thriller            ",hindi
tt4943992,Manto,2015,127 min,8.5,"1,128","Biography, Drama            ",oriya
tt0085456,Durdesh,1983,143 min,6.2,33,"Action, Crime, Drama            ",hindi
tt9614460,Chhapaak,2020,120 min,5.1,"24,883","Biography, Drama            ",hindi
tt0378364,Mirza Sahiban,1957,119 min,7.3,27,Romance            ,hindi
tt0458948,Silence Please... The Dressing Room,2004,100 min,3.1,12,Thriller            ,hindi
tt3422416,Bhajarangi,2013,172 min,6.2,220,"Action, Fantasy            ",kannada
tt2746136,Saadi Love Story,2013,115 min,5.5,224,"Comedy, Romance            ",punjabi
tt6736858,Sammi,2017– ,40 min,8.2,56,Drama            ,urdu
tt0239251,Bariwali,2000,150 min,7.3,330,Drama            ,bengali
tt1192418,Kunku Zale Vairi,2005,150 min,9.6,5,Drama            ,marathi
tt7287002,2014 Rajkaran,2011,114 min,6.5,6,Drama            ,marathi
tt1582477,Bhavani IPS,2010,139 min,4.1,23,Action            ,telugu
tt4814290,Te3n,2016,136 min,7.3,"11,882","Drama, Mystery, Thriller            ",hindi
tt0240711,Maniyan Pillai Athava Maniyan Pillai,1981,120 min,6.5,21,Comedy            ,malayalam
tt9615016,Dhilluku Dhuddu 2,2019,119 min,5.3,544,"Comedy, Horror            ",tamil
tt0437084,Balu,2005,169 min,6.0,"1,223","Action, Crime            ",telugu
tt8671762,Jackpot,II 2018,150 min,7.1,23,"Comedy, Romance            ",urdu
tt13569902,Fitrat,2020– ,40 min,5.8,20,Drama            ,urdu
tt2316756,Andala Rakshasi,2012,139 min,7.1,544,Romance            ,telugu
tt0459424,Kalvanin Kadhali,2005,145 min,4.3,88,Romance            ,tamil
tt4338154,Hawaizaada,2015,148 min,5.5,"1,725","Biography, Drama            ",hindi
tt0349212,Chor Sipahee,1977,138 min,5.8,44,"Action, Crime, Drama            ",hindi
tt0313395,Kitne Door... Kitne Paas,2002,146 min,4.5,295,"Comedy, Romance            ",hindi
tt0834153,Rowdy Mogudu,1993,129 min,4.5,184,Drama            ,telugu
tt0081605,Taxi Chor,1980,103 min,5.2,20,"Crime, Thriller            ",hindi
tt0266077,Yogi Vemana,1947,174 min,7.7,33,Drama            ,telugu
tt0305819,Meleparambil Aanveedu,1993,160 min,7.7,564,"Comedy, Drama, Musical            ",malayalam
tt0271801,Sreedharante Onnam Thirumurivu,1987,121 min,6.7,220,"Comedy, Drama, Romance            ",malayalam
tt0271601,Kottayam Kunjachan,1990,120 min,7.3,697,"Action, Comedy, Drama            ",malayalam
tt6611578,Motor Mitraan Di,2016,119 min,6.1,40,Comedy            ,punjabi
tt5471288,Adla Badli,2008,133 min,7.9,13,Comedy            ,marathi
tt4384456,Rasam,2015,107 min,3.9,80,Drama            ,malayalam
tt1206310,Kadachit,2007,127 min,8.0,55,"Drama, Mystery, Thriller            ",marathi
tt0358972,Badi Bahen,1993,130 min,5.7,13,"Drama, Family            ",hindi
tt1278447,Sikandar,2009,110 min,6.4,261,"Crime, Drama, Mystery            ",hindi
tt1099982,Men Not Allowed,2006,115 min,3.6,37,"Drama, Romance            ",hindi
tt0104548,Jeevan Ek Sanghursh,1990,159 min,4.9,161,"Drama, Family            ",hindi
tt6876356,Saravanan Irukka Bayamaen,2017,117 min,2.9,167,"Action, Comedy            ",tamil
tt5642888,Shikhamani,2016,132 min,4.4,27,"Action, Adventure, Thriller            ",malayalam
tt2668938,Meri Ganga Ki Saugandh,2003,110 min,6.3,6,Action            ,hindi
tt5068886,Q,II 2017,96 min,6.0,29,"Drama, Thriller            ",hindi
tt1815850,Ninaivil Nindraval,1967,161 min,7.1,12,Comedy            ,tamil
tt9526826,Android Kunjappan Ver 5.25,2019,140 min,8.2,"4,018","Comedy, Drama            ",malayalam
tt0443331,Milenge Milenge,2010,109 min,4.1,"1,724","Drama, Romance            ",hindi
tt13820270,My Darling,2021,80 min,7.2,58,Drama            ,hindi
tt6971752,Shubh Mangal Savdhan,2017,119 min,6.9,"8,899","Comedy, Romance            ",hindi
tt5712058,Premam,2016,157 min,6.5,"1,106","Comedy, Drama, Romance            ",telugu
tt1408049,Mon Amour: Shesher Kobita Revisited,2008,120 min,6.5,11,Drama            ,bengali
tt0056537,Subarnarekha,1965,143 min,7.5,937,Drama            ,bengali
tt0317859,Kumari Penn,1966,154 min,6.0,7,"Musical, Romance            ",tamil
tt0898943,Raqeeb,2007,124 min,4.2,281,"Crime, Drama, Mystery            ",hindi
tt5658580,Romeo & Radhika,2016,160 min,5.9,18,"Comedy, Romance            ",gujarati
tt6904340,Sangili Bungili Kadhava Thorae,2017,140 min,5.3,385,"Comedy, Horror            ",tamil
tt0255305,Khiladi 420,2000,157 min,5.2,"1,728","Action, Romance, Thriller            ",hindi
tt0380366,Ae Fond Kiss...,2004,104 min,7.1,"6,661","Drama, Romance            ",punjabi
tt1948640,The Waiting Room,IV 2010,90 min,6.0,98,"Crime, Drama, Mystery            ",tamil
tt4992106,Chehere: A Modern Day Classic,2015,106 min,6.0,20,Thriller            ,hindi
tt10348516,ABCD: American-Born Confused Desi,2019,145 min,5.4,170,Comedy            ,telugu
tt6722888,Kashem Malar Prem,1991,178 min,6.2,6,"Drama, Fantasy, Romance            ",bengali
tt8954964,Good Luck,2000,142 min,3.9,14,Drama            ,tamil
tt4974192,Jamna Pyari,2015,125 min,4.7,265,"Comedy, Drama            ",malayalam
tt0139419,Leatherface,1939,166 min,6.6,8,"Action, Adventure            ",hindi
tt3890036,Aaya sawant jhoom ke,2010,105 min,7.8,5,"Comedy, Drama            ",marathi
tt2495244,Ami Shubhash Bolchi,2011,123 min,6.8,150,Drama            ,bengali
tt3341582,Killa,2014,107 min,7.9,"1,529","Comedy, Drama            ",marathi
tt0442855,Vaada,2005,122 min,5.6,816,"Crime, Drama, Mystery            ",hindi
tt0156987,Sagar Sangamey,1959,90 min,7.0,16,Drama            ,bengali
tt7657746,Zayana,2019,90 min,7.1,184,Drama            ,malayalam
tt13572142,Surya Vamsha,1999,175 min,8.0,8,Drama            ,kannada
tt0156002,Rajat Jayanti,1939,140 min,5.6,5,Comedy            ,bengali
tt3755208,Kerala Nattilam Pengaludane,2014,110 min,5.8,6,"Comedy, Family, Romance            ",tamil
tt1513700,Aisi Deewangi,2009,125 min,4.9,8,"Action, Comedy, Drama            ",hindi
tt0275205,Aval Appadithaan,1978,114 min,7.6,225,Drama            ,tamil
tt6428632,Sheitaan,2017,110 min,4.2,19,Horror            ,hindi
tt8286142,Ek Aasha,2018,123 min,7.8,10,Drama            ,hindi
tt0119596,Maharaja,1998,164 min,4.1,408,"Action, Adventure, Comedy            ",hindi
tt3813332,Kama Sundari,2001,130 min,5.5,16,Thriller            ,hindi
tt11284566,Record the film,2020,85 min,7.7,6,"Horror, Mystery, Thriller            ",oriya
tt2564144,Naduvula Konjam Pakkatha Kaanom,2012,155 min,8.2,"5,093","Comedy, Drama            ",tamil
tt4192340,Biyer Phul,1996,156 min,6.4,73,"Drama, Musical            ",bengali
tt1149252,Shejari Shejari,1991,133 min,7.3,52,Comedy            ,marathi
tt0408837,Hawas,2004,123 min,2.7,202,"Drama, Romance, Thriller            ",hindi
tt11497156,Thallumpidi,2020,128 min,6.0,75,Drama            ,malayalam
tt1336017,Veruthe Oru Bharya,2008,142 min,6.3,272,"Comedy, Drama, Family            ",malayalam
tt0046155,Papi,1953,111 min,7.6,52,"Crime, Drama            ",sanskrit
tt1286766,Fatso!,2012,98 min,5.7,427,"Comedy, Fantasy, Romance            ",hindi
tt0190865,Vertical Limit,2000,124 min,6.0,"59,198","Action, Adventure, Drama            ",urdu
tt0214841,Karz,1980,159 min,7.5,"2,121","Action, Musical, Romance            ",hindi
tt6514010,Brij Mohan Amar Rahe,2017,105 min,6.8,"2,547","Comedy, Crime, Drama            ",hindi
tt1725798,Be-Careful,2011,93 min,3.1,87,"Comedy, Crime, Drama            ",hindi
tt2170285,Arasu,2007,152 min,7.3,361,Drama            ,kannada
tt0363959,Roti Kee Keemat,1990,130 min,6.0,29,"Action, Crime, Drama            ",hindi
tt10692888,Ponmagal Vandhal,2020,123 min,6.8,"2,602","Crime, Drama, Thriller            ",tamil
tt6096884,Njandukalude Naattil Oridavela,2017,131 min,7.0,"1,462","Comedy, Family, Romance            ",malayalam
tt0389922,Devude Gelichadu,1976,120 min,7.0,9,Drama            ,telugu
tt2380099,Nirakazcha,2010,132 min,5.6,9,Drama            ,malayalam
tt11284566,Record the film,2020,85 min,7.7,6,"Horror, Mystery, Thriller            ",urdu
tt0154126,Alif-Laila,1953,135 min,6.3,11,Fantasy            ,hindi
tt0361436,Chhota Chetan,1998,103 min,5.7,153,"Adventure, Comedy, Family            ",hindi
tt2343537,Greater Elephant,2012,90 min,5.7,47,Comedy            ,hindi
tt0059787,Teesra Kaun,1965,127 min,6.3,17,"Action, Crime, Drama            ",hindi
tt13802376,The Power,I 2021,153 min,5.3,"1,360","Action, Thriller            ",kannada
tt10948322,Appa Ani Bappa,2019,137 min,7.5,48,Comedy            ,marathi
tt2302587,Ebadat,2009,144 min,6.3,17,"Crime, Drama, Romance            ",bengali
tt2113795,The Forlorn,2011,46 min,7.5,18,"Drama, Mystery, Thriller            ",bengali
tt0119720,The Death Sentence: Mrityu Dand,1997,150 min,7.4,419,"Action, Drama            ",hindi
tt1002683,Hiraasat,1987,180 min,5.4,33,"Action, Crime, Drama            ",hindi
tt5032360,Razia Sultan,2015– ,21 min,5.8,125,"Action, Biography, Drama            ",urdu
tt4176586,Brother of Bommali,2014,160 min,5.9,91,"Action, Drama            ",telugu
tt11497346,Malgudi Days,2020,154 min,6.5,160,Drama            ,kannada
tt0110794,Patang,1993,100 min,7.1,19,Drama            ,hindi
tt1582524,Kedi,2010,153 min,4.6,262,Action            ,telugu
tt2275338,Tuhya Dharma Koncha?,2013,115 min,7.8,11,"Action, Drama, Family            ",marathi
tt0122233,Saaz,1997,148 min,6.6,122,"Drama, Musical            ",hindi
tt0088227,Tarang,1984,171 min,6.9,47,Drama            ,hindi
tt0366304,Chokher Bali,2003,167 min,7.0,"1,426",Drama            ,bengali
tt7128254,Goutham Nanda,2017,155 min,6.4,678,"Action, Drama            ",telugu
tt0116391,Gang,2000,152 min,6.3,220,"Action, Crime, Drama            ",hindi
tt2100411,Bodyguard,2012,150 min,5.1,383,"Action, Comedy            ",telugu
tt8326824,Madhuraraja,2019,147 min,6.6,"3,350","Action, Comedy, Drama            ",malayalam
tt0056805,Aaj Aur Kal,1963,144 min,6.6,42,"Drama, Romance            ",hindi
tt5537724,Kiragoorina Gayyaligalu,2016,139 min,8.4,135,"Crime, Drama            ",kannada
tt0118660,Auzaar,1997,127 min,4.4,923,"Action, Drama, Musical            ",hindi
tt0252247,Aur Kaun?,1979,136 min,5.9,23,Horror            ,hindi
tt0187096,Govindha Govindha,1993,145 min,6.7,319,"Action, Crime, Drama            ",telugu
tt0493354,Kafan,1990,147 min,5.9,47,Horror            ,hindi
tt3501924,Kirpaan: The Sword of Honour,2014,138 min,6.0,56,"Action, Drama, Romance            ",punjabi
tt2210443,Asuravithu,2012,139 min,3.4,95,Action            ,malayalam
tt0824316,Dor,2006,147 min,7.9,"5,729",Drama            ,oriya
tt10122618,Gondi,2020,112 min,7.3,84,Drama            ,bengali
tt0074730,Kabhie Kabhie,1976,177 min,7.4,"1,958","Drama, Romance            ",urdu
tt10768548,Raahu,2020,123 min,6.6,91,Thriller            ,telugu
tt0233264,Avtaar,1983,150 min,7.2,554,Drama            ,hindi
tt0781434,Navarasa,2005,99 min,7.3,37,Drama            ,tamil
tt0154720,Kasak,1992,150 min,5.2,26,"Drama, Romance            ",hindi
tt0053999,Kohinoor,1960,151 min,6.8,150,"Action, Adventure, Comedy            ",hindi
tt7236890,Brojobuli,1979,110 min,6.9,14,"Comedy, Drama            ",bengali
tt9886872,Munthiri Monchan,2019,130 min,7.8,"1,013","Comedy, Romance            ",malayalam
tt8303612,Adithya Varma,2019,168 min,6.3,734,"Drama, Romance            ",tamil
